wikidata_id,instance_of,admin_unit,coordinates,population,subdivisions,area,capital,flag_info,flag_image,coat_of_arms_info,coat_of_arms_image,map_image,insignia,postal_code,inception,abolition,partner_cities,gnd,geonames_id,openstreetmap_rel_id,openstreetmap_node_id,label_de,label_en,label_fr,desc_de,desc_en,desc_fr,sitelink_de,sitelink_en,sitelink_fr,bundesland
Q1787442,"http://www.wikidata.org/entity/Q106658 (1990-10-03T00:00:00Z), http://www.wikidata.org/entity/Q15849374","http://www.wikidata.org/entity/Q1202 (1990-10-03T00:00:00Z - 1990-12-31T00:00:00Z), http://www.wikidata.org/entity/Q24186 (1991-01-01T00:00:00Z - 1994-08-01T00:00:00Z), http://www.wikidata.org/entity/Q48079 (1952-07-25T00:00:00Z - 1990-10-03T00:00:00Z)",NULL,,NULL,,http://www.wikidata.org/entity/Q12056,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1994-08-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Kreis Oschatz,NULL,NULL,Kreis in der DDR,NULL,NULL,https://de.wikipedia.org/wiki/Kreis_Oschatz,NULL,NULL,Sachsen
Q1803095,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q1202,NULL,,NULL,353.73,http://www.wikidata.org/entity/Q71159,NULL,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Saxony%201993%20Brand-Erbisdorf.svg,NULL,NULL,1990-01-01T00:00:00Z,1994-01-01T00:00:00Z,NULL,5072894-5,NULL,NULL,NULL,Landkreis Brand-Erbisdorf,Brand-Erbisdorf,NULL,ehemaliger Landkreis in Deutschland,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Brand-Erbisdorf,NULL,NULL,Sachsen
Q15605856,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q1202,NULL,,NULL,,http://www.wikidata.org/entity/Q1731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1939-01-01T00:00:00Z,1952-08-01T00:00:00Z,NULL,4085488-7,NULL,NULL,NULL,Landkreis Dresden,Dresden (Germany : Landkreis),Landkreis Dresden,"ehemaliger Landkreis in Sachsen, bestehend von 1939 bis 1952",NULL,NULL,NULL,NULL,NULL,Sachsen
Q20221,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q24198,Point(13.0 50.58),,NULL,438.17,http://www.wikidata.org/entity/Q57944,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Landkreiswappen%20des%20Landkreises%20Annaberg.png,http://commons.wikimedia.org/wiki/Special:FilePath/Saxony%202007%20ANA.svg,ANA,NULL,1994-01-01T00:00:00Z,2008-01-01T00:00:00Z,NULL,4330984-7,NULL,NULL,NULL,Landkreis Annaberg,Annaberg,arrondissement d'Annaberg,ehemaliger Landkreis in Sachsen,"former district in Saxony, Germany",NULL,https://de.wikipedia.org/wiki/Landkreis_Annaberg,https://en.wikipedia.org/wiki/Annaberg_(district),https://fr.wikipedia.org/wiki/Arrondissement_d%27Annaberg,Sachsen
Q20230,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q24186 (1994-08-01T00:00:00Z - 2008-08-01T00:00:00Z),Point(12.34 51.53),,NULL,851.93,http://www.wikidata.org/entity/Q12052,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Delitzsch.png,http://commons.wikimedia.org/wiki/Special:FilePath/Saxony%202007%20DZ.svg,DZ,NULL,1994-08-01T00:00:00Z,2008-08-01T00:00:00Z,NULL,4085409-7,NULL,NULL,NULL,Landkreis Delitzsch,Delitzsch,arrondissement de Delitzsch,ehemaliger Landkreis in Sachsen,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Delitzsch,https://en.wikipedia.org/wiki/Delitzsch_(district),https://fr.wikipedia.org/wiki/Arrondissement_de_Delitzsch,Sachsen
Q20233,"http://www.wikidata.org/entity/Q106517174 (2004-09-24T00:00:00Z), http://www.wikidata.org/entity/Q106658",http://www.wikidata.org/entity/Q24186 (1994-08-01T00:00:00Z - 2008-08-01T00:00:00Z),Point(13.11 51.12),,NULL,424.34,http://www.wikidata.org/entity/Q71163,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Doebeln.png,http://commons.wikimedia.org/wiki/Special:FilePath/Saxony%202007%20DL.svg,NULL,NULL,1994-08-01T00:00:00Z,2008-08-01T00:00:00Z,NULL,4260451-5,NULL,NULL,NULL,Landkreis Döbeln,Döbeln,arrondissement de Döbeln,ehemaliger Landkreis in Sachsen,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_D%C3%B6beln,https://en.wikipedia.org/wiki/D%C3%B6beln_(district),https://fr.wikipedia.org/wiki/Arrondissement_de_D%C3%B6beln,Sachsen
Q20236,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q1202,Point(13.34 50.91),,NULL,913.79,http://www.wikidata.org/entity/Q14819,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Freiberg.png,http://commons.wikimedia.org/wiki/Special:FilePath/Saxony%202007%20FG.svg,FG,NULL,1994-01-01T00:00:00Z,2008-01-01T00:00:00Z,NULL,4363674-3,NULL,NULL,NULL,Landkreis Freiberg,Freiberg,arrondissement de Freiberg,ehemaliger Landkreis in Sachsen,former district of Germany in the Free State of Saxony,ancien arrondissement en Allemagne,https://de.wikipedia.org/wiki/Landkreis_Freiberg,https://en.wikipedia.org/wiki/Freiberg_(district),https://fr.wikipedia.org/wiki/Arrondissement_de_Freiberg,Sachsen
Q20242,http://www.wikidata.org/entity/Q106658 (1994-08-01T00:00:00Z - 2008-07-31T00:00:00Z),http://www.wikidata.org/entity/Q24186 (1994-08-01T00:00:00Z - 2008-07-31T00:00:00Z),Point(12.5 51.11666667),,NULL,752.2,http://www.wikidata.org/entity/Q10744,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Leipziger%20Land.png,http://commons.wikimedia.org/wiki/Special:FilePath/Saxony%202007%20L%20%28county%29.svg,NULL,NULL,1994-08-01T00:00:00Z,2008-08-01T00:00:00Z,NULL,4370529-7,NULL,NULL,NULL,Landkreis Leipziger Land,Leipziger Land,arrondissement de Leipzig-Campagne,ehemaliger Landkreis in Sachsen,former district of Germany in Saxony,NULL,https://de.wikipedia.org/wiki/Landkreis_Leipziger_Land,https://en.wikipedia.org/wiki/Leipziger_Land,https://fr.wikipedia.org/wiki/Arrondissement_du_Pays-de-Leipzig,Sachsen
Q20248,http://www.wikidata.org/entity/Q106658 (1996-01-01T00:00:00Z - 2008-08-01T00:00:00Z),http://www.wikidata.org/entity/Q24174,NULL,,NULL,631.69,http://www.wikidata.org/entity/Q8738,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Meissen.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Lage%20des%20Landkreises%20Mei%C3%9Fen%20in%20Deutschland.png,MEI,NULL,1996-01-01T00:00:00Z,2007-12-31T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Meißen,Meißen,arrondissement de Meissen,"Landkreis in Sachsen, Deutschland (1996-2008)",former district of Germany,ancien arrondissement d'Allemagne,https://de.wikipedia.org/wiki/Landkreis_Mei%C3%9Fen_(1996%E2%80%932008),NULL,https://fr.wikipedia.org/wiki/Arrondissement_de_Meissen_(1996-2008),Sachsen
Q20253,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q1202,Point(12.98 50.99),127960 (2007-12-31T00:00:00Z),NULL,773.2,http://www.wikidata.org/entity/Q71170,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Mittweida.png,http://commons.wikimedia.org/wiki/Special:FilePath/Saxony%202007%20MW.svg,MW,NULL,1994-01-01T00:00:00Z,2008-01-01T00:00:00Z,NULL,4429051-2,NULL,NULL,NULL,Landkreis Mittweida,Mittweida,arrondissement de Mittweida,ehemaliger Landkreis in Sachsen,former district of Germany in Saxony,NULL,https://de.wikipedia.org/wiki/Landkreis_Mittweida,https://en.wikipedia.org/wiki/Mittweida_(district),https://fr.wikipedia.org/wiki/Arrondissement_de_Mittweida,Sachsen
Q20259,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q1202,Point(14.806667 51.333611),,NULL,1340.29,http://www.wikidata.org/entity/Q165160,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Niederschlesischer%20Oberlausitzkreis.png,http://commons.wikimedia.org/wiki/Special:FilePath/Saxony%202007%20NOL.svg,NOL,NULL,1994-01-01T00:00:00Z,2008-01-01T00:00:00Z,NULL,4460854-8,NULL,NULL,NULL,Niederschlesischer Oberlausitzkreis,Niederschlesischer Oberlausitzkreis,arrondissement de Haute-Lusace-Basse-Silésienne,ehemaliger Landkreis in Sachsen,former district of Germany,NULL,https://de.wikipedia.org/wiki/Niederschlesischer_Oberlausitzkreis,https://en.wikipedia.org/wiki/Niederschlesischer_Oberlausitzkreis,https://fr.wikipedia.org/wiki/Arrondissement_de_Haute-Lusace-Basse-Sil%C3%A9sienne,Sachsen
Q20256,http://www.wikidata.org/entity/Q106658 (1994-01-01T00:00:00Z - 2008-01-01T00:00:00Z),http://www.wikidata.org/entity/Q24186 (1994-08-01T00:00:00Z - 2008-08-01T00:00:00Z),Point(12.73 51.24),,NULL,894.02,http://www.wikidata.org/entity/Q10780,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Muldentalkreis.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Saxony%202007%20MTL.svg,MTL,NULL,1994-08-01T00:00:00Z,2008-08-01T00:00:00Z,NULL,4394371-8,NULL,NULL,NULL,Muldentalkreis,Muldental,arrondissement de la Vallée-de-Mulde,ehemaliger Landkreis in Sachsen,former district of Germany in Saxony,ancien arrondissement de Saxe (Allemagne),https://de.wikipedia.org/wiki/Muldentalkreis,https://en.wikipedia.org/wiki/Muldentalkreis,https://fr.wikipedia.org/wiki/Arrondissement_de_la_Vall%C3%A9e-de-Mulde,Sachsen
Q20262,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q1202,Point(13.55 51.283333333),,NULL,820.54,http://www.wikidata.org/entity/Q8714,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Riesa-Grossenhain.png,http://commons.wikimedia.org/wiki/Special:FilePath/Saxony%202007%20RG.svg,NULL,NULL,1994-01-01T00:00:00Z,2008-01-01T00:00:00Z,NULL,4461427-5,NULL,NULL,NULL,Landkreis Riesa-Großenhain,Riesa-Großenhain,arrondissement de Riesa-Grossenhain,ehemaliger Landkreis in Sachsen,former district of Germany in Saxony,NULL,https://de.wikipedia.org/wiki/Landkreis_Riesa-Gro%C3%9Fenhain,https://en.wikipedia.org/wiki/Riesa-Gro%C3%9Fenhain,https://fr.wikipedia.org/wiki/Arrondissement_de_Riesa-Grossenhain,Sachsen
Q20266,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q24198 (1994-08-01T00:00:00Z - 2008-08-01T00:00:00Z),Point(12.78 50.71),,NULL,266.49,http://www.wikidata.org/entity/Q57955,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Stollberg.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Saxony%202007%20STL.svg,NULL,NULL,1990-01-01T00:00:00Z,2008-01-01T00:00:00Z,NULL,4311134-8,NULL,NULL,NULL,Landkreis Stollberg,Stollberg,arrondissement de Stollberg,ehemaliger Landkreis in Sachsen,former district of Germany in Saxony,ancien arrondissement d'Allemagne,https://de.wikipedia.org/wiki/Landkreis_Stollberg,https://en.wikipedia.org/wiki/Stollberg_(district),https://fr.wikipedia.org/wiki/Arrondissement_de_Stollberg,Sachsen
Q20264,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q24174,Point(13.933333333 50.966666666),139230,NULL,887.89,http://www.wikidata.org/entity/Q6477,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Saechsische%20Schweiz.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Lkr-saechsschweiz.png,PIR,NULL,1994-08-01T00:00:00Z,2008-08-01T00:00:00Z,NULL,4521008-1,3305812,NULL,NULL,Landkreis Sächsische Schweiz,Sächsische Schweiz,arrondissement de Suisse-Saxonne,ehemaliger Landkreis in Sachsen,former district of Germany in Saxony,ancien arrondissement d'Allemagne,https://de.wikipedia.org/wiki/Landkreis_S%C3%A4chsische_Schweiz,https://en.wikipedia.org/wiki/S%C3%A4chsische_Schweiz_(district),https://fr.wikipedia.org/wiki/Arrondissement_de_Suisse-Saxonne,Sachsen
Q20271,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q1202,Point(12.38 50.73),,NULL,511.03,http://www.wikidata.org/entity/Q20077,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Zwickauer%20Land.png,http://commons.wikimedia.org/wiki/Special:FilePath/Saxony%202007%20Z%20%28county%29.svg,NULL,NULL,1994-01-01T00:00:00Z,2008-01-01T00:00:00Z,NULL,4439933-9,NULL,NULL,NULL,Landkreis Zwickauer Land,Zwickauer Land,arrondissement de Zwickau-Campagne,ehemaliger Landkreis in Sachsen,former district of Germany in Saxony,"arrondissement de Saxe, Allemagne",https://de.wikipedia.org/wiki/Landkreis_Zwickauer_Land,https://en.wikipedia.org/wiki/Zwickauer_Land,https://fr.wikipedia.org/wiki/Arrondissement_de_Zwickau-Campagne,Sachsen
Q20269,http://www.wikidata.org/entity/Q106658 (1994-01-01T00:00:00Z - 2008-08-01T00:00:00Z),http://www.wikidata.org/entity/Q24186 (1994-08-01T00:00:00Z - 2008-08-01T00:00:00Z),Point(13.01 51.56),,NULL,1167.53,http://www.wikidata.org/entity/Q12062,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Torgau-Oschatz.png,http://commons.wikimedia.org/wiki/Special:FilePath/Saxony%202007%20TO.svg,TO,NULL,1994-08-01T00:00:00Z,2008-08-01T00:00:00Z,NULL,4438426-9,NULL,NULL,NULL,Landkreis Torgau-Oschatz,Torgau-Oschatz,arrondissement de Torgau-Oschatz,ehemaliger Landkreis in Sachsen,former district of Germany in Saxony,ancien arrondissement d'Allemagne,https://de.wikipedia.org/wiki/Landkreis_Torgau-Oschatz,https://en.wikipedia.org/wiki/Torgau-Oschatz,https://fr.wikipedia.org/wiki/Arrondissement_de_Torgau-Oschatz,Sachsen
Q20274,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q24174,Point(13.666666666 50.893333333),,"http://www.wikidata.org/entity/Q5870, http://www.wikidata.org/entity/Q6448, http://www.wikidata.org/entity/Q6462, http://www.wikidata.org/entity/Q6685, http://www.wikidata.org/entity/Q6696, http://www.wikidata.org/entity/Q6710, http://www.wikidata.org/entity/Q6724, http://www.wikidata.org/entity/Q6775, http://www.wikidata.org/entity/Q6787, http://www.wikidata.org/entity/Q8215, http://www.wikidata.org/entity/Q8218, http://www.wikidata.org/entity/Q8239, http://www.wikidata.org/entity/Q8245, http://www.wikidata.org/entity/Q8248, http://www.wikidata.org/entity/Q8257, http://www.wikidata.org/entity/Q8281, http://www.wikidata.org/entity/Q8283, http://www.wikidata.org/entity/Q436724, http://www.wikidata.org/entity/Q572891, http://www.wikidata.org/entity/Q15101402, http://www.wikidata.org/entity/Q15101407",765.71,http://www.wikidata.org/entity/Q6462,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Weisseritzkreis.png,http://commons.wikimedia.org/wiki/Special:FilePath/Saxony%20dw.png,DW,NULL,1994-08-01T00:00:00Z,2008-08-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Weißeritzkreis,Weißeritzkreis,arrondissement de Weisseritz,ehemaliger Landkreis in Sachsen,former district of Germany in Saxony,NULL,https://de.wikipedia.org/wiki/Wei%C3%9Feritzkreis,https://en.wikipedia.org/wiki/Wei%C3%9Feritzkreis,https://fr.wikipedia.org/wiki/Arrondissement_de_Weisseritz,Sachsen
Q571947,"http://www.wikidata.org/entity/Q106517174 (2004-09-24T00:00:00Z), http://www.wikidata.org/entity/Q61708063",http://www.wikidata.org/entity/Q1202,Point(14.266666666 51.283333333),"298230 (2022-10-30T00:00:00Z), 296506 (2023-12-31T00:00:00Z)","http://www.wikidata.org/entity/Q81736, http://www.wikidata.org/entity/Q81739, http://www.wikidata.org/entity/Q81740, http://www.wikidata.org/entity/Q81743, http://www.wikidata.org/entity/Q81749, http://www.wikidata.org/entity/Q81753, http://www.wikidata.org/entity/Q81756, http://www.wikidata.org/entity/Q81760, http://www.wikidata.org/entity/Q93210, http://www.wikidata.org/entity/Q93216, http://www.wikidata.org/entity/Q93223, http://www.wikidata.org/entity/Q93225, http://www.wikidata.org/entity/Q93226, http://www.wikidata.org/entity/Q93228, http://www.wikidata.org/entity/Q93229, http://www.wikidata.org/entity/Q93231, http://www.wikidata.org/entity/Q93232, http://www.wikidata.org/entity/Q93233, http://www.wikidata.org/entity/Q93234, http://www.wikidata.org/entity/Q93239, http://www.wikidata.org/entity/Q93240, http://www.wikidata.org/entity/Q93247, http://www.wikidata.org/entity/Q93248, http://www.wikidata.org/entity/Q93250, http://www.wikidata.org/entity/Q93253, http://www.wikidata.org/entity/Q93254, http://www.wikidata.org/entity/Q93257, http://www.wikidata.org/entity/Q93258, http://www.wikidata.org/entity/Q93260, http://www.wikidata.org/entity/Q93264, http://www.wikidata.org/entity/Q93265, http://www.wikidata.org/entity/Q93268, http://www.wikidata.org/entity/Q93270, http://www.wikidata.org/entity/Q93271, http://www.wikidata.org/entity/Q93272, http://www.wikidata.org/entity/Q93273, http://www.wikidata.org/entity/Q93276, http://www.wikidata.org/entity/Q93279, http://www.wikidata.org/entity/Q93283, http://www.wikidata.org/entity/Q93285, http://www.wikidata.org/entity/Q93286, http://www.wikidata.org/entity/Q93287, http://www.wikidata.org/entity/Q93289, http://www.wikidata.org/entity/Q93291, http://www.wikidata.org/entity/Q93294, http://www.wikidata.org/entity/Q93295, http://www.wikidata.org/entity/Q93300, http://www.wikidata.org/entity/Q93302, http://www.wikidata.org/entity/Q93303, http://www.wikidata.org/entity/Q93305, http://www.wikidata.org/entity/Q14835, http://www.wikidata.org/entity/Q14904, http://www.wikidata.org/entity/Q81717, http://www.wikidata.org/entity/Q81722, http://www.wikidata.org/entity/Q81729, http://www.wikidata.org/entity/Q81732, http://www.wikidata.org/entity/Q81735",2390.7,http://www.wikidata.org/entity/Q14835,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Flagge%20Landkreis%20Bautzen.svg,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Landkreis%20Bautzen.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Saxony%20BZ.svg,"BIW, HY, KM, BZ",NULL,2008-01-01T00:00:00Z,NULL,NULL,4004969-3,2951880,62384,NULL,Landkreis Bautzen,Bautzen District,arrondissement de Bautzen,Landkreis in Sachsen,district in the state of Saxony in Germany,arrondissement allemand de Saxe,https://de.wikipedia.org/wiki/Landkreis_Bautzen,https://en.wikipedia.org/wiki/Bautzen_(district),https://fr.wikipedia.org/wiki/Arrondissement_de_Bautzen,Sachsen
Q1526225,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q24174 (1991-01-01T00:00:00Z),Point(13.65 51.01),,NULL,,http://www.wikidata.org/entity/Q5870,NULL,NULL,NULL,NULL,NULL,FTL,NULL,1990-05-17T00:00:00Z,1994-08-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Freital,Freital,arrondissement de Freital,ehemaliger Landkreis in Sachsen,former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Freital,NULL,NULL,Sachsen
Q1596324,"http://www.wikidata.org/entity/Q106658 (1990-10-03T00:00:00Z), http://www.wikidata.org/entity/Q15849374","http://www.wikidata.org/entity/Q1202 (1990-10-03T00:00:00Z - 1990-12-31T00:00:00Z), http://www.wikidata.org/entity/Q24186 (1991-01-01T00:00:00Z - 1994-08-01T00:00:00Z), http://www.wikidata.org/entity/Q48079 (1952-07-25T00:00:00Z - 1990-10-03T00:00:00Z)",NULL,,NULL,,http://www.wikidata.org/entity/Q10765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1994-08-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Kreis Geithain,NULL,NULL,Kreis in der DDR,rural district of East Germany,NULL,https://de.wikipedia.org/wiki/Kreis_Geithain,NULL,NULL,Sachsen
Q1699727,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q24174,NULL,,NULL,,http://www.wikidata.org/entity/Q6477,NULL,NULL,NULL,NULL,NULL,PIR,NULL,1990-05-17T00:00:00Z,1994-08-01T00:00:00Z,NULL,4331088-6,NULL,NULL,NULL,Landkreis Pirna,Pirna,arrondissement de Pirna,ehemaliger Landkreis in Sachsen,Germany : Landkreis,NULL,NULL,NULL,NULL,Sachsen
Q1787254,"http://www.wikidata.org/entity/Q106658 (1990-10-03T00:00:00Z), http://www.wikidata.org/entity/Q15849374","http://www.wikidata.org/entity/Q1202 (1990-10-03T00:00:00Z - 1990-12-31T00:00:00Z), http://www.wikidata.org/entity/Q24186 (1991-01-01T00:00:00Z - 1994-08-01T00:00:00Z), http://www.wikidata.org/entity/Q48079 (1952-07-25T00:00:00Z - 1990-10-03T00:00:00Z)",NULL,,NULL,,http://www.wikidata.org/entity/Q12052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1952-07-25T00:00:00Z,1994-08-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Kreis Delitzsch,NULL,NULL,Kreis in der DDR,NULL,NULL,https://de.wikipedia.org/wiki/Kreis_Delitzsch,NULL,NULL,Sachsen
Q1787277,"http://www.wikidata.org/entity/Q106658 (1990-10-03T00:00:00Z - 1994-08-01T00:00:00Z), http://www.wikidata.org/entity/Q15849374 (1952-07-25T00:00:00Z - 1990-10-03T00:00:00Z)","http://www.wikidata.org/entity/Q1202 (1990-10-03T00:00:00Z - 1990-12-31T00:00:00Z), http://www.wikidata.org/entity/Q24186 (1991-01-01T00:00:00Z - 1994-08-01T00:00:00Z), http://www.wikidata.org/entity/Q48079 (1952-07-25T00:00:00Z - 1990-10-03T00:00:00Z)",NULL,,NULL,,http://www.wikidata.org/entity/Q12055,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5081146-0,NULL,NULL,NULL,Kreis Eilenburg,Eilenburg,NULL,"Kreis in der DDR, der bis zur 1. Kreisreform Sachsens 1994 im wiedervereinigten Deutschland als Landkreis fortbestand.",former subdistrict of the German Democratic Republic,NULL,https://de.wikipedia.org/wiki/Kreis_Eilenburg,NULL,NULL,Sachsen
Q1787313,"http://www.wikidata.org/entity/Q106658 (1990-10-03T00:00:00Z), http://www.wikidata.org/entity/Q15849374","http://www.wikidata.org/entity/Q1202 (1990-10-03T00:00:00Z - 1990-12-31T00:00:00Z), http://www.wikidata.org/entity/Q24186 (1991-01-01T00:00:00Z - 1994-08-01T00:00:00Z), http://www.wikidata.org/entity/Q48079 (1952-07-25T00:00:00Z - 1990-10-03T00:00:00Z)",NULL,,NULL,,http://www.wikidata.org/entity/Q10780,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1994-08-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Kreis Grimma,Grimma District,NULL,Kreis in der DDR,former district of Germany,NULL,https://de.wikipedia.org/wiki/Kreis_Grimma,NULL,NULL,Sachsen
Q1787549,"http://www.wikidata.org/entity/Q106658 (1990-10-03T00:00:00Z), http://www.wikidata.org/entity/Q15849374","http://www.wikidata.org/entity/Q1202 (1990-10-03T00:00:00Z - 1990-12-31T00:00:00Z), http://www.wikidata.org/entity/Q24186 (1991-01-01T00:00:00Z - 1994-08-01T00:00:00Z), http://www.wikidata.org/entity/Q48079 (1952-07-25T00:00:00Z - 1990-10-03T00:00:00Z)",NULL,,NULL,,http://www.wikidata.org/entity/Q12062,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1994-08-01T00:00:00Z,NULL,4357677-1,NULL,NULL,NULL,Kreis Torgau,Kreis Torgau,NULL,Kreis in der DDR,NULL,NULL,https://de.wikipedia.org/wiki/Kreis_Torgau,NULL,NULL,Sachsen
Q1787588,"http://www.wikidata.org/entity/Q106658 (1990-10-03T00:00:00Z), http://www.wikidata.org/entity/Q15849374","http://www.wikidata.org/entity/Q1202 (1990-10-03T00:00:00Z - 1990-12-31T00:00:00Z), http://www.wikidata.org/entity/Q24186 (1991-01-01T00:00:00Z - 1994-08-01T00:00:00Z), http://www.wikidata.org/entity/Q48079 (1952-07-25T00:00:00Z - 1990-10-03T00:00:00Z)",NULL,,NULL,,http://www.wikidata.org/entity/Q10784,NULL,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Kreis%20Wurzen%20im%20DDR-Bezirk-Leipzig.PNG,NULL,NULL,NULL,1994-08-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Kreis Wurzen,NULL,NULL,Kreis in der DDR,NULL,NULL,https://de.wikipedia.org/wiki/Kreis_Wurzen,NULL,NULL,Sachsen
Q1803113,http://www.wikidata.org/entity/Q106658 (1990-10-03T00:00:00Z - 1994-08-01T00:00:00Z),"http://www.wikidata.org/entity/Q1202 (1990-10-03T00:00:00Z - 1991-01-01T00:00:00Z), http://www.wikidata.org/entity/Q24198 (1991-01-01T00:00:00Z - 1994-04-01T00:00:00Z)",Point(12.916666666 50.833333333),99126 (1989-12-31T00:00:00Z),NULL,267,http://www.wikidata.org/entity/Q2795,NULL,NULL,NULL,NULL,http://commons.wikimedia.org/wiki/Special:FilePath/Landkreis%20Chemnitz.jpg,C,NULL,1990-01-01T00:00:00Z,1994-01-01T00:00:00Z,NULL,NULL,NULL,NULL,NULL,Landkreis Chemnitz,Chemnitz,arrondissement de Chemnitz,"ehemaliger Landkreis in Sachsen, Deutschland (1990-1994)",former district of Germany,NULL,https://de.wikipedia.org/wiki/Landkreis_Chemnitz_(1990%E2%80%931994),NULL,NULL,Sachsen
Q15101291,http://www.wikidata.org/entity/Q106658,http://www.wikidata.org/entity/Q24174,NULL,,NULL,,http://www.wikidata.org/entity/Q6483,NULL,NULL,NULL,NULL,NULL,SEB,NULL,1990-05-17T00:00:00Z,1994-08-01T00:00:00Z,NULL,4054062-5,NULL,NULL,NULL,Landkreis Sebnitz,Sebnitz,arrondissement de Sebnitz,ehemaliger Landkreis in Sachsen,Germany : Landkreis,NULL,NULL,NULL,NULL,Sachsen
